image_path,label
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009814.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012730.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008770.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008675.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016953.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014441.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000126.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015320.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012508.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013209.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011793.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000712.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009164.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000164.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013311.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013747.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016899.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000277.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013558.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012101.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017907.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014840.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016050.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014733.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012854.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009540.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015688.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014790.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000343.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008742.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017873.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014293.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009602.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011431.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img018035.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015789.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016272.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014228.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012968.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015630.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011228.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010614.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000171.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013055.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013245.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014229.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016810.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013019.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017774.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011405.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012662.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015226.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009127.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011171.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012545.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009606.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010101.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016887.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000632.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014525.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017435.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000393.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015379.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010852.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014389.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010319.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000198.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013486.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008933.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013056.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011236.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016177.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015761.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017793.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016073.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013484.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010694.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000116.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014418.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008987.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009179.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012709.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015992.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015711.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014851.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016847.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011595.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000927.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012088.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016351.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009629.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015399.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008610.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013540.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010002.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000125.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017142.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015107.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015543.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017405.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008509.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014749.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010098.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013243.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017126.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012337.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011072.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016270.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013375.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012997.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009166.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img018161.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016428.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017640.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013682.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017966.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012256.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016313.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016252.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017603.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010931.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016446.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009808.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009611.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015812.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012734.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009612.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008757.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009594.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008986.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000690.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015402.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017066.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013964.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009012.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016939.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010376.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013380.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017913.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014503.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017548.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012181.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016893.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013619.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010812.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011542.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015421.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008956.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014464.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017482.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012702.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014225.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013561.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008680.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015936.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009899.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016808.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009480.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017992.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008328.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010784.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010615.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009858.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000732.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012913.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015030.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012152.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009564.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012849.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017275.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012330.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010445.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016423.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014000.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017452.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009947.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017178.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img018019.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016229.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017789.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008730.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017309.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016265.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017935.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010546.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012625.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012047.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015794.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015435.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017657.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000747.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014787.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011928.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000939.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015647.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008527.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008483.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011712.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009169.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008898.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014014.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000233.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016669.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000475.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017172.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010547.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010072.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000470.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010156.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000340.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008569.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008758.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014981.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013779.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000088.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016240.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014061.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010511.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015411.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008714.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000527.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010462.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017666.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000311.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017549.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015079.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015259.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014402.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000691.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012258.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011614.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010808.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000389.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015094.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011189.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010067.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016660.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012772.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015254.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014664.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000213.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016529.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016194.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015451.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img018109.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013347.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000214.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013496.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017953.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012668.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012962.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010939.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014561.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012880.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011639.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014100.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010864.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015545.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000866.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011035.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img018164.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013217.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014039.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010982.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010193.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015836.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012198.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011222.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011449.jpg,fake
